id,OCCP_NAME_G,CUST_JOB_INCM,HSHD_INFR_INCM,ACTL_FMLY_NUM,CUST_FMLY_NUM,LAST_CHLD_AGE,MATE_OCCP_NAME_G,MATE_JOB_INCM,CRDT_LOAN_CNT,MIN_CNTT_DATE,TOT_CRLN_AMT,TOT_REPY_AMT,CRLN_OVDU_RATE,CRLN_30OVDU_RATE,LT1Y_CLOD_RATE,STRT_CRDT_GRAD,LTST_CRDT_GRAD,PREM_OVDU_RATE,LT1Y_PEOD_RATE,AVG_STLN_RATE,STLN_REMN_AMT,LT1Y_STLN_AMT,LT1Y_SLOD_RATE,GDINS_MON_PREM,SVINS_MON_PREM,FMLY_GDINS_MNPREM,FMLY_SVINS_MNPREM,MAX_MON_PREM,TOT_PREM,FMLY_TOT_PREM,CNTT_LAMT_CNT,LT1Y_CTLT_CNT,AUTR_FAIL_MCNT,FYCM_PAID_AMT,FMLY_CLAM_CNT,FMLY_PLPY_CNT,AGE,SEX
702,기업/단체 임원,7200,12400,2,2,0,2차산업 종사자,5300,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4000000,9000000,0,0,0,100000,1,2,40,1
703,단순 사무직,6500,8600,4,1,29,주부,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,260000,0,260000,0,260000,36000000,36000000,0,0,0,0,0,0,50,2
704,공무원,3800,3800,2,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000,0,100000,0,490000,11000000,11000000,0,0,0,300000,1,0,55,1
705,주부,0,5600,2,1,0,사무직,4400,0,0,0,0,0,0,0,0,0,16,30미만,0,0,0,0,30000,0,30000,0,30000,1000000,1000000,0,0,5,600000,2,0,40,2
706,단순 사무직,4000,6100,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,4000000,4000000,0,0,0,0,0,1,55,2
707,주부,0,5800,3,2,0,사무직,5100,0,0,0,0,0,0,0,0,0,15,0,86,3000000,0,30,0,0,0,0,40000,4000000,20000000,0,0,0,1000000,0,5,35,2
708,주부,0,5400,4,1,19,2차산업 종사자,4500,4,201205,25000000,10000000,0,0,0,4,4,6,0,70,3000000,0,0,340000,100000,340000,100000,490000,27000000,27000000,0,0,0,35400000,23,0,30,1
709,2차산업 종사자,3600,3600,1,1,0,,0,0,0,0,0,0,0,0,0,0,10,0,67,20000000,10000000,0,150000,0,150000,0,300000,38000000,38000000,0,0,0,0,0,1,35,1
710,단순 사무직,3800,4900,4,1,24,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,139000000,139000000,1,0,0,225000000,4,5,50,1
711,자영업,0,9900,4,1,34,2차산업 종사자,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,0,230000,0,230000,27000000,27000000,0,0,0,10900000,3,0,60,2
712,사무직,2800,11200,3,2,0,,0,0,0,0,0,0,0,0,0,0,5,30미만,0,0,0,0,50000,0,160000,0,50000,2000000,7000000,0,0,2,0,0,0,55,2
713,주부,0,10200,5,2,24,2차산업 종사자,6800,0,0,0,0,0,0,0,0,0,13,0,100,9000000,0,10,0,0,260000,0,0,11000000,27000000,0,0,0,1900000,5,1,50,2
714,2차산업 종사자,4300,9700,2,2,0,2차산업 종사자,5500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,120000,0,120000,0,120000,6000000,25000000,0,0,0,200000,3,2,45,2
715,사무직,5000,7700,5,2,19,주부,0,0,0,0,0,0,0,0,0,0,2,10미만,0,0,0,0,490000,0,490000,0,490000,68000000,84000000,0,0,6,71000000,18,5,45,2
716,자영업,4700,4700,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,100000,100000,2000000,2000000,0,0,0,0,0,0,35,1
717,2차산업 종사자,3900,3900,3,1,0,,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,490000,52000000,52000000,0,0,1,0,0,1,35,2
718,주부,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,40000,5000000,5000000,0,0,0,0,0,1,50,2
719,주부,0,6800,2,1,0,사무직,6800,0,0,0,0,0,0,0,0,0,16,0,85,10000000,40000000,0,340000,80000,340000,80000,390000,29000000,29000000,0,0,4,3700000,9,0,50,2
720,학생,0,9600,2,2,0,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,50000,0,120000,0,50000,2000000,4000000,0,0,0,0,0,0,30,1
721,,0,0,3,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109000000,999000000,0,0,0,0,0,3,35,2
722,공무원,3700,5500,3,1,29,기타,0,1,200201,5000000,3000000,62,0,30,0,8,28,0,99,8000000,8000000,0,0,0,0,0,70000,2000000,2000000,0,0,0,10100000,2,0,50,2
723,2차산업 종사자,4600,4600,4,2,9,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,0,340000,0,590000,25000000,45000000,0,0,0,1400000,5,2,55,2
724,전문직,4900,6300,2,1,0,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000,0,340000,0,340000,20000000,20000000,0,0,0,0,0,0,40,2
725,주부,0,7200,4,2,19,사무직,7200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,340000,0,50000,6000000,31000000,0,0,0,1500000,0,4,45,2
726,주부,0,11000,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,0,590000,590000,41000000,41000000,0,0,0,0,0,0,35,2
727,사무직,5300,7300,2,2,0,주부,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,110000,0,190000,0,110000,9000000,32000000,0,0,0,700000,1,1,45,2
728,학생,0,7000,3,2,0,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,160000,19000000,28000000,0,0,0,1700000,0,6,35,1
729,3차산업 종사자,3400,9400,4,1,29,2차산업 종사자,6100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,230000,0,230000,0,490000,17000000,17000000,0,0,0,0,0,0,20,2
730,주부,0,9700,3,1,24,기업/단체 임원,9900,0,0,0,0,0,0,0,0,0,10,0,98,23000000,23000000,0,200000,0,200000,0,200000,30000000,30000000,0,0,1,0,0,0,45,1
731,주부,0,5600,2,1,0,사무직,5600,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,30000,3000000,3000000,0,0,22,0,0,1,40,2
732,주부,0,4600,2,1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,150000,0,190000,6000000,6000000,0,0,0,500000,4,0,45,1
733,자영업,4400,10400,2,1,0,전문직,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,0,230000,0,230000,56000000,56000000,0,0,0,600000,1,1,40,1
734,예체능계 종사자,4500,12400,2,1,0,,0,0,0,0,0,0,0,0,0,0,3,0,92,7000000,0,10,0,0,0,0,50000,12000000,12000000,0,0,0,300000,2,2,40,1
735,3차산업 종사자,4000,10700,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,80000,0,80000,6000000,12000000,0,0,0,400000,2,1,30,2
736,사무직,0,2500,5,4,44,3차산업 종사자,0,1,200102,12000000,12000000,29,0,0,0,0,15,0,80,2000000,0,10,0,0,790000,100000,490000,3000000,76000000,0,0,15,34500000,58,5,55,2
737,사무직,4800,6700,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,0,260000,260000,30000000,30000000,0,0,0,0,0,1,50,2
738,기타,0,9000,1,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,150000,12000000,12000000,0,0,0,0,0,4,65,1
739,자영업,4000,10300,4,1,14,사무직,6400,0,0,0,0,0,0,0,0,0,17,0,98,3000000,0,20,0,0,0,0,1190000,4000000,4000000,0,0,0,2400000,5,1,45,1
740,사무직,5200,5200,2,1,0,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4000000,4000000,0,0,0,300000,1,1,40,2
741,주부,0,7600,4,2,9,2차산업 종사자,5400,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,40000,0,40000,0,50000,6000000,15000000,0,0,0,400000,3,3,40,2
742,공무원,4300,4300,2,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140000,2000000,2000000,0,0,0,0,0,2,45,1
743,주부,0,5400,3,1,29,사무직,4800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50000,6000000,6000000,0,0,0,0,0,1,50,1
744,고소득 전문직,9900,13900,3,2,0,주부,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,300000,0,300000,0,490000,33000000,36000000,0,0,0,0,0,3,45,1
745,1차산업 종사자,3600,5100,2,1,0,2차산업 종사자,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3000000,3000000,0,0,0,200000,7,1,55,1
746,사무직,5700,7300,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,40000,0,60000,1000000,1000000,0,0,0,0,0,0,45,2
747,주부,0,5600,3,1,34,,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,230000,0,230000,0,230000,14000000,14000000,1,0,13,1200000,6,0,55,1
748,3차산업 종사자,0,5700,2,2,0,사무직,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2000000,4000000,0,0,0,1400000,4,4,65,2
749,사무직,3600,3800,3,2,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,190000,0,300000,0,190000,9000000,31000000,0,0,2,11300000,15,1,30,1
750,2차산업 종사자,4100,4400,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,0,130000,0,130000,13000000,13000000,0,0,0,0,0,0,35,1
751,단순 사무직,4000,8100,5,3,24,단순 노무직,4200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30000,0,260000,150000,40000,2000000,20000000,0,0,1,2500000,20,0,40,2
752,단순 사무직,4100,9200,4,1,24,자영업,5200,0,0,0,0,0,0,0,0,0,13,0,100,2000000,0,0,0,0,0,0,490000,6000000,6000000,2,0,3,1400000,1,2,50,1
753,자영업,4700,5500,4,2,34,주부,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,50000,0,790000,340000,50000,11000000,139000000,0,0,0,1400000,6,3,55,2
754,주부,0,7300,4,1,24,운전직,4900,1,200302,5000000,5000000,92,0,0,0,0,17,40미만,75,0,21000000,0,200000,0,200000,0,790000,37000000,37000000,0,0,27,2100000,3,1,60,2
755,사무직,4200,4200,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,300000,140000,300000,490000,31000000,31000000,0,0,0,0,0,0,40,1
756,주부,0,7200,2,2,0,자영업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,7000000,17000000,0,0,0,0,0,4,60,1
757,자영업,4200,9400,4,2,19,공무원,5300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,490000,160000,590000,490000,20000000,56000000,0,0,0,2600000,7,2,55,2
758,주부,0,5700,1,1,0,,0,0,0,0,0,0,0,0,0,0,8,20미만,0,0,0,0,60000,0,60000,0,60000,2000000,2000000,0,0,1,3900000,3,0,40,2
759,주부,0,4900,4,2,0,,3600,0,0,0,0,0,0,0,0,0,64,30미만,0,0,0,0,80000,0,230000,0,190000,9000000,25000000,0,0,20,2300000,6,0,65,1
760,주부,0,10400,4,2,24,자영업,5700,2,200512,10000000,0,0,0,0,0,2,3,0,71,7000000,0,0,0,0,0,0,110000,19000000,32000000,0,0,0,24700000,29,6,50,2
761,사무직,4800,9400,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,150000,60000,60000,3000000,12000000,0,0,0,1200000,0,0,50,1
762,3차산업 종사자,4900,6000,1,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,190000,22000000,22000000,0,0,2,0,0,1,40,2
763,고소득 전문직,7200,14900,2,1,0,사무직,7000,0,0,0,0,0,0,0,0,0,3,10미만,0,0,0,0,490000,0,490000,0,490000,10000000,10000000,0,0,0,0,0,0,55,2
764,운전직,5200,5200,1,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,60000,7000000,7000000,0,0,0,300000,1,1,45,1
765,공무원,4300,10000,2,2,0,사무직,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160000,0,260000,0,160000,25000000,25000000,0,0,1,400000,1,0,55,1
766,3차산업 종사자,3800,6800,3,1,14,2차산업 종사자,3100,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,40000,0,40000,0,490000,1000000,1000000,0,0,4,3400000,9,0,40,2
767,3차산업 종사자,3700,7000,2,1,29,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30000,0,30000,0,30000,3000000,3000000,0,0,0,0,0,1,50,1
768,주부,0,6600,4,2,29,2차산업 종사자,5100,0,0,0,0,0,0,0,0,0,12,10미만,0,0,0,0,120000,0,120000,300000,130000,18000000,31000000,0,0,1,800000,2,1,55,2
769,주부,0,5600,3,2,29,자영업,5600,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,40000000,54000000,0,0,0,300000,0,3,55,1
770,주부,0,6700,1,1,0,,0,0,0,0,0,0,0,0,0,0,16,0,99,0,0,0,0,0,0,0,340000,3000000,3000000,1,0,9,0,0,1,50,1
771,예체능계 종사자,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,40000,0,50000,2000000,2000000,0,0,0,0,0,0,45,2
772,기업/단체 임원,8900,8500,1,1,0,,0,2,200309,9000000,0,26,0,0,0,5,1,0,100,6000000,2000000,0,0,0,0,0,80000,9000000,9000000,0,0,0,300000,2,1,50,1
773,전문직,5900,7900,1,1,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,30000,3000000,3000000,0,0,0,0,0,1,45,1
774,3차산업 종사자,3700,3700,1,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30000,0,30000,0,230000,2000000,2000000,1,0,1,0,0,0,55,2
775,주부,0,7500,5,1,24,3차산업 종사자,4900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,200000,3000000,3000000,0,0,0,200000,4,2,45,1
776,주부,0,5400,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,40000,0,40000,4000000,4000000,0,0,0,0,0,0,35,2
777,주부,0,10700,4,2,14,기업/단체 임원,8400,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,130000,0,130000,0,130000,16000000,22000000,1,0,3,0,0,1,45,1
778,전문직,3500,9700,3,1,19,사무직,6300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110000,0,110000,0,160000,23000000,23000000,0,0,0,3000000,6,2,45,1
779,2차산업 종사자,6300,7500,4,2,14,주부,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50000,0,50000,990000,30000000,35000000,0,0,2,1300000,1,2,45,2
780,주부,0,5200,4,1,24,기타,0,2,200610,10000000,10000000,0,0,0,0,0,1,20미만,95,11000000,0,0,0,0,0,0,140000,19000000,19000000,0,0,1,6400000,16,3,45,2
781,3차산업 종사자,3000,10300,3,1,34,3차산업 종사자,5800,1,200806,12000000,12000000,0,0,0,2,6,8,0,0,0,0,0,190000,0,190000,0,260000,23000000,23000000,0,0,2,16400000,9,0,55,1
782,자영업,4300,8100,4,2,34,2차산업 종사자,3900,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,340000,0,340000,0,340000,27000000,36000000,0,0,0,8900000,4,2,55,1
783,주부,0,9100,4,2,24,3차산업 종사자,4800,0,0,0,0,0,0,0,0,0,14,20미만,0,0,0,0,200000,0,200000,0,230000,37000000,49000000,0,0,4,0,0,2,50,1
784,2차산업 종사자,4600,9900,4,2,24,주부,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,190000,0,390000,0,260000,12000000,23000000,0,0,1,600000,3,0,55,1
785,주부,0,6600,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,10000000,10000000,0,0,0,0,0,1,60,2
786,주부,0,4900,3,1,24,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,390000,0,390000,0,790000,7000000,7000000,0,0,1,13600000,1,0,30,2
787,주부,0,0,3,1,0,,0,1,200211,5000000,5000000,91,0,0,0,0,14,0,0,0,0,0,0,0,0,0,120000,14000000,14000000,1,0,0,0,0,3,65,2
788,2차산업 종사자,4300,6000,4,2,24,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,60000,7000000,9000000,0,0,0,2400000,7,2,50,1
789,자영업,7900,12400,5,4,19,3차산업 종사자,4600,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1490000,1490000,1990000,2990000,2990000,99000000,139000000,0,0,0,7900000,22,0,45,2
790,주부,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,100000,100000,11000000,11000000,0,0,0,0,0,0,40,2
791,전문직,5200,5200,1,1,0,,0,0,0,0,0,0,0,0,0,0,6,10미만,0,0,0,0,100000,0,100000,0,100000,2000000,2000000,0,0,0,0,0,0,45,1
792,단순 사무직,3500,8600,2,1,0,사무직,5100,0,0,0,0,0,0,0,0,0,20,20미만,98,3000000,2000000,30,70000,0,70000,0,70000,6000000,6000000,0,0,9,0,0,0,55,1
793,공무원,5700,10300,3,2,24,주부,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,160000,0,150000,18000000,54000000,0,0,0,4000000,0,1,55,1
794,주부,0,5600,3,1,39,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70000,16000000,16000000,0,0,0,0,0,3,60,2
795,주부,0,9700,4,1,19,자영업,7000,0,0,0,0,0,0,0,0,0,21,0,93,12000000,0,20,0,0,0,0,190000,17000000,17000000,0,0,0,0,0,4,45,1
796,학생,0,6200,1,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,110000,0,110000,110000,6000000,6000000,0,0,0,0,0,0,30,2
797,주부,0,9200,4,1,29,자영업,0,0,0,0,0,0,0,0,0,0,3,0,63,0,0,30,230000,0,230000,0,390000,20000000,20000000,0,0,0,9200000,4,0,25,1
798,학생,0,5500,3,1,0,,0,0,0,0,0,0,0,0,0,0,15,20미만,0,0,0,0,0,150000,0,150000,150000,2000000,2000000,0,0,1,0,0,0,25,2
799,주부,0,5100,5,2,14,운전직,5000,0,0,0,0,0,0,0,0,0,27,0,91,4000000,0,0,0,0,160000,0,990000,7000000,10000000,1,0,4,300000,4,2,35,1
800,1차산업 종사자,0,6800,2,1,0,주부,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,130000,0,130000,0,130000,13000000,13000000,0,0,0,0,0,0,60,1
801,3차산업 종사자,2900,8900,2,1,0,,0,0,0,0,0,0,0,0,0,0,15,30미만,0,0,0,0,340000,0,340000,0,340000,7000000,7000000,0,0,4,0,0,0,25,1
802,3차산업 종사자,4000,11900,4,1,19,사무직,4800,0,0,0,0,0,0,0,0,0,35,60미만,0,0,0,0,60000,0,60000,0,60000,2000000,2000000,0,0,7,0,1,0,30,2
803,2차산업 종사자,4100,8700,3,1,19,자영업,4600,0,0,0,0,0,0,0,0,0,5,10미만,0,0,0,0,390000,0,390000,0,390000,7000000,7000000,0,0,1,0,1,0,45,2
804,기타,0,7700,3,1,39,기업/단체 임원,0,5,200105,25000000,25000000,32,0,0,2,6,0,0,65,18000000,80000000,0,340000,110000,340000,110000,490000,45000000,45000000,1,0,0,4000000,1,1,50,1
805,주부,0,19900,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,20000000,0,0,0,0,0,1,40,1
806,단순 사무직,4600,10300,3,1,24,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3000000,3000000,0,0,0,100000,1,1,50,1
807,주부,0,6600,4,2,19,2차산업 종사자,6000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,490000,1490000,990000,2490000,1990000,68000000,139000000,0,0,2,2000000,8,1,65,1
808,사무직,4200,4400,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,70000,0,70000,3000000,3000000,0,0,0,0,0,0,25,2
809,,4200,8700,4,1,,,4500,0,0,0,0,0,0,0,0,0,0,0,100,35000000,4000000,0,0,260000,0,260000,790000,38000000,38000000,0,0,0,100000,1,0,50,2
810,2차산업 종사자,3900,8500,3,2,14,운전직,4700,0,0,0,0,0,0,0,0,0,4,10미만,0,0,0,0,490000,0,490000,0,790000,15000000,17000000,0,0,1,0,0,1,65,1
811,자영업,5400,10300,2,1,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,3000000,3000000,0,0,0,200000,2,1,35,2
812,주부,0,3900,4,1,29,사무직,3900,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,40000,0,40000,0,130000,2000000,2000000,1,0,5,1300000,10,0,50,2
813,주부,0,6500,3,1,24,2차산업 종사자,4000,0,0,0,0,0,0,0,0,0,6,10미만,0,0,0,0,100000,0,100000,0,100000,17000000,17000000,1,0,4,0,0,0,45,1
814,사무직,6200,10100,3,1,24,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,100000,12000000,12000000,0,0,0,0,0,1,55,1
815,주부,0,5600,3,2,24,2차산업 종사자,4800,3,201012,23000000,23000000,0,0,0,2,7,9,0,48,4000000,0,10,490000,0,790000,0,490000,38000000,45000000,0,0,5,1100000,5,0,45,2
816,주부,0,7400,2,1,0,2차산업 종사자,4900,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,230000,28000000,28000000,0,0,7,8000000,12,1,55,2
817,2차산업 종사자,4500,5500,3,2,19,주부,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,30000,3000000,10000000,0,0,0,500000,0,3,45,2
818,자영업,4800,8100,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,3000000,0,0,0,0,0,1,40,2
819,사무직,6400,6800,2,1,0,주부,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,590000,0,590000,1490000,22000000,22000000,0,0,1,0,0,2,50,2
820,주부,0,7000,3,1,29,전문직,5400,0,0,0,0,0,0,0,0,0,10,0,93,13000000,0,20,0,0,0,0,150000,16000000,16000000,0,0,0,400000,4,2,55,1
821,,4800,9200,4,3,,,4400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,120000,40000,120000,260000,28000000,48000000,0,0,0,12600000,11,3,,
822,사무직,4800,7800,6,1,19,주부,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,340000,14000000,14000000,0,0,0,0,0,1,50,2
823,2차산업 종사자,8400,13900,4,1,34,자영업,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,150000,490000,2000000,2000000,0,0,0,200000,25,1,55,2
824,자영업,4900,9600,3,1,9,3차산업 종사자,4700,0,0,0,0,0,0,0,0,0,36,40미만,51,5000000,2000000,30,340000,110000,340000,110000,490000,32000000,32000000,0,0,32,3000000,13,1,40,2
825,자영업,5600,11700,2,1,0,자영업,6100,1,201209,8000000,0,14,0,0,2,5,6,10미만,87,5000000,3000000,10,200000,230000,200000,230000,490000,19000000,19000000,0,0,4,0,0,0,30,2
826,운전직,5400,10000,4,2,19,자영업,4700,0,0,0,0,0,0,0,0,0,2,40미만,0,0,0,0,190000,0,590000,0,190000,27000000,32000000,0,0,2,14400000,28,1,50,1
827,운전직,4900,4900,1,1,0,,0,1,201306,20000000,20000000,0,0,0,2,4,0,0,57,7000000,7000000,0,150000,230000,150000,230000,390000,22000000,22000000,0,0,0,0,0,0,45,1
828,2차산업 종사자,5700,5700,2,1,0,,0,0,0,0,0,0,0,0,0,0,9,10미만,0,0,0,0,130000,0,130000,0,490000,19000000,19000000,0,0,1,1000000,30,1,40,2
829,주부,0,4200,3,2,39,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,70000,230000,120000,190000,18000000,21000000,0,0,3,800000,5,0,60,2
830,주부,0,5300,2,1,24,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,300000,790000,300000,790000,1190000,16000000,16000000,0,0,1,0,0,0,40,2
831,단순 사무직,3700,7900,3,2,0,전문직,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,0,190000,0,160000,22000000,32000000,0,0,0,1200000,2,4,40,2
832,사무직,4400,7800,4,2,0,2차산업 종사자,3500,0,0,0,0,0,0,0,0,0,4,10미만,100,31000000,2000000,20,260000,230000,390000,230000,590000,76000000,99000000,0,0,1,3500000,35,4,40,1
833,2차산업 종사자,4400,4400,3,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,0,80000,6000000,20000000,0,0,1,800000,3,1,35,1
834,사무직,3900,3900,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,300000,300000,16000000,16000000,0,0,0,0,0,0,35,2
835,2차산업 종사자,4800,8900,5,1,24,3차산업 종사자,4100,1,200511,5000000,5000000,14,0,0,0,0,41,0,99,5000000,0,20,0,0,0,0,790000,9000000,9000000,0,0,13,0,0,1,50,2
836,전문직,3200,4100,2,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,80000,0,80000,8000000,8000000,0,0,0,100000,1,0,35,2
837,고소득 전문직,5600,5600,3,2,0,,0,0,0,0,0,0,0,0,0,0,28,0,100,5000000,0,10,0,0,0,0,30000,6000000,9000000,0,0,0,500000,3,2,40,2
838,사무직,5800,7400,1,1,0,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4000000,4000000,0,0,0,400000,3,1,50,2
839,기타,0,9500,2,1,0,공무원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,14000000,14000000,0,0,0,300000,1,1,65,1
840,자영업,4800,6300,3,2,0,,0,0,0,0,0,0,0,0,0,0,63,0,96,35000000,35000000,0,0,0,790000,390000,0,40000000,299000000,0,0,0,10300000,0,5,35,2
841,주부,0,0,3,1,39,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40000,4000000,4000000,0,0,0,0,0,2,60,2
842,주부,0,6200,3,2,29,2차산업 종사자,5100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,160000,0,490000,0,160000,5000000,24000000,0,0,1,7300000,0,0,50,2
843,운전직,4600,6400,1,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,260000,0,260000,0,260000,25000000,25000000,0,0,0,0,0,0,40,2
844,학생,0,2600,2,1,0,,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,60000,0,60000,0,1490000,1000000,1000000,0,0,3,0,0,0,20,2
845,주부,0,5300,5,1,24,3차산업 종사자,4500,0,0,0,0,0,0,0,0,0,14,20미만,0,0,0,0,340000,60000,340000,60000,390000,22000000,22000000,1,0,20,300000,3,1,50,2
846,3차산업 종사자,3600,7600,3,1,19,3차산업 종사자,4100,0,0,0,0,0,0,0,0,0,36,90미만,58,16000000,0,30,140000,0,140000,0,590000,37000000,37000000,2,0,31,200000,3,3,45,2
